92033	Q1	1802139	7
92034	C1	1802128	7
92035	A1	0	7
92036	V1	0	7
92038	C1	1802128	7
92039	S1	0	7
92040	V1	1802128	7
92041	Q1	0	7
92042	V1	0	7
92044	S1	0	7
92045	S1	1802259	7
92046	C1	1802159	7
92047	V1	1802168	2
92051	S1	0	7
92052	V1	0	7
92053	S1	1802125	1
92054	S1	1802097	7
92055	Q1	1802199	7
92056	Q1	0	7
92057	C1	1802237	7
92058	S1	1802209	7
92059	C1	0	7
92060	C1	1802128	7
92061	A1	0	7
92063	V1	0	7
92064	V1	0	7
92065	C1	1802127	7
92066	S1	1802246	7
92067	C1	1802212	7
92068	V1	0	7
92069	V1	1802127	7
92070	V1	1802229	7
92071	C1	1802181	7
92072	Q1	1802155	7
92073	S1	1802227	7
92074	V1	0	7
92075	A1	0	7
92076	C1	1802134	4
92077	C1	1802120	7
92078	V1	1802218	7
92079	S1	1801923	7
92083	S1	1802230	7
92084	A1	0	7
92085	V1	1801917	6
92086	C1	0	7
92087	S1	0	7
92088	S1	0	7
92090	S1	1802246	7
92092	S1	1802228	7
92093	A1	0	7
92094	A1	1801852	7
92095	S1	1802251	7
92096	V1	0	7
92097	C1	1802269	7
92098	Q1	0	7
92099	A1	1802258	7
92100	S1	0	7
92102	S1	1802230	7
92103	Q1	0	7
92104	S1	0	7
92105	V1	0	7
92106	C1	1801980	7
92107	V1	0	7
92108	V1	1802191	7
92109	C1	0	7
92110	V1	1802168	7
92111	A1	0	7
92112	S1	1802097	1
92113	S1	1802259	7
92114	C1	0	7
92115	S1	1802224	7
92116	C1	1802201	7
92117	Q1	1802112	7
92118	A1	0	7
92120	C1	1802185	7
92121	V1	0	7
92122	V1	1802191	7
92123	C1	0	7
92124	V1	1802205	7
92125	Q1	1802177	7
92126	S1	1802255	7
92127	A1	1801849	7
92128	A1	1802258	7
92129	C1	0	7
92130	S1	0	7
92131	Q1	1802261	7
92132	S1	0	7
92133	S1	0	7
92134	S1	0	7
92135	C1	1802134	7
92221	Q1	0	7
92222	S1	0	7
92223	A1	0	7
92224	S1	1802224	6
92225	S1	1802229	7
92226	V1	0	7
92227	V1	0	7
92228	C1	1802190	7
90314	C1	1802159	1
90330	Q1	0	8
90356	S1	1802134	8
91977	Q1	1802155	8
91978	A1	0	8
91979	S1	0	8
91980	S1	1802125	8
91985	S1	1802224	8
91986	A1	0	8
91987	C1	0	8
91988	C1	0	8
91989	C1	0	8
91990	Q1	0	8
91991	A1	0	8
91992	V1	0	8
91993	A1	0	8
91995	Q1	1802125	8
91996	Q1	0	8
91997	C1	0	8
91998	Q1	0	8
92000	S1	0	8
92001	C1	1802199	8
92002	C1	1802249	8
92003	Q1	0	8
92004	V1	0	8
92005	S1	0	8
92006	V1	0	8
92007	S1	0	8
92008	A1	0	8
